"['🙏🏽', '🖤']",3249
['👇'],3253
"['🎊', '🏆', '🎊']",3257
['🔵'],3263
"['😳', '‼️']",3272
"['😂', '🤣', '😂', '🤦🏿\u200d♀️', '🤷🏿\u200d♀️']",3273
"['😞', '😞', '😞', '😭']",3284
['👉'],3290
"['❤️', '❤️', '❤️']",3292
['✨'],3296
['🏳️\u200d🌈'],3298
"['😩', '😡', '💢']",3302
['🎧'],3306
"['🕊', '🌈', '🥹', '🔥', '🔥', '🔥', '🤲', '☕']",3308
"['☪️', '☪️', '✨', '💥', '❤', '📱']",3313
['🙌'],3320
['😃'],3335
"['🐝', '🍯', '👉🏽', '💰']",3345
['😃'],3348
"['😭', '✨', '😆', '💕', '🥲']",3352
"['👇🏻', '👇🏻', '👇🏻']",3353
"['✅', '✅']",3355
"['😁', '❤️']",3357
['👉'],3358
"['💐', '🥰', '🥰']",3364
"['💜', '🙏🏽']",3368
"['🏫', '👩\u200d🏫']",3371
"['👇', '👇', '😉']",3377
['🐾'],3384
"['🌥', '🍜', '✨']",3387
['👇'],3388
['💛'],3389
['👇'],3395
"['☀️', '☀️', '☀️', '☀️']",3397
"['💀', '💀', '💀', '💀']",3407
['😀'],3410
"['😆', '✨', '🙌']",3411
['‼'],3414
['🤤'],3430
"['♥', '☀️']",3432
['👊🏼'],3433
['🦾'],3435
"['😱', '😄']",3441
"['🔥', '📡']",3442
['😍'],3445
['🙌'],3449
"['🏀', '🏀', '🏀']",3467
['🎉'],3468
"['🎉', '🎉', '🎉']",3469
"['☺️', '🙏', '🙏']",3471
['☺'],3472
"['👀', '🔥', '🔥', '👀', '🤡', '🥵', '😱', '➡️', '🔁', '❤️']",3474
"['😇', '🤌']",3475
"['🇱🇹', '🇬🇧']",3476
['🔥'],3481
['🎉'],3487
['😎'],3492
"['🌟', '🌟']",3495
['☕'],3499
"['🤝🏼', '🏆']",3500
"['❤️', '❤️', '❤️']",3502
"['🚨', '🚨']",3503
"['♥️', '🦥']",3512
['💓'],3513
['🥑'],3515
['😆'],3520
['🤦'],3525
"['😱', '😱', '😱', '💔']",3526
"['🍭', '😄', '🤞']",3527
['💕'],3529
['🇬🇧'],3533
"['🤣', '😂', '🤣', '😂', '😂']",3538
['🙃'],3541
"['💕', '😏']",3544
['❤️'],3550
"['🚨', '🚨', '👉']",3551
['🇪🇨'],3571
['😱'],3573
